7/15/2016 11:11:50 PM
3 1 1948 volts
Name	Area	Similarity	Match	R.T. (s)	Height	FWHH (s)	Tailing Factor	Peak S/N	Quant S/N	Base Mass	Quant Masses	CAS	Group	Type	Sample	Spectrum
Peak 41	11760377	713		513.573	783056	0.754	1.07	510	179	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	56.07173:185338.94 56.25018:4250.35 57.07907:1237264.96 58.08109:57857.64 69.07969:95355.03 70.08089:126527.60 70.25201:8693.70 70.51807:1390.48 71.08793:718527.12 71.35857:5581.20 71.63986:1670.29 71.77355:3400.79 72.11871:20352.90 72.70750:1001.76 82.09157:14163.10 82.37607:690.19 83.08611:71547.78 84.08847:59190.89 85.09901:438605.53 86.10142:25523.01 86.71066:772.27 96.10664:7060.21 97.09848:51855.64 98.10191:43596.36 99.11046:121219.06 99.67415:1039.14 100.73962:273.31 112.12096:17991.53 113.12360:70866.96 125.12287:8856.82 126.13125:20485.90 127.13912:46830.39 141.16610:22834.95 154.15478:10893.02 155.16477:22759.55 169.22376:9496.42 182.19284:5269.26 183.20028:13568.91 196.18296:2257.16 197.20458:10661.32 211.24402:2995.28 225.20067:734.34 254.28458:12669.64 285.62042:292.80 289.80252:335.89 317.30345:154.85 317.58171:119.93 320.70648:100.08 349.60813:261.42 350.74557:113.17 350.94914:287.21 367.58705:171.27 371.00588:346.86 373.74989:120.33 378.43825:232.35 379.50868:79.14 386.75705:256.30 394.96870:243.28 413.14306:107.51 427.26122:354.30 464.31679:212.52 469.54164:281.35 470.79745:130.14 470.87534:122.82 471.31146:110.72 479.48437:142.58 495.99947:137.29 496.39778:439.32 497.01550:144.65 501.97224:160.82 503.58322:122.96 504.60263:155.97 511.78002:199.12 512.84820:291.61 513.54898:225.64 515.92523:79.76 522.47353:108.98 528.27309:95.82 530.06954:111.02 532.62786:193.03 540.36341:202.02 540.67083:200.58 540.87672:190.08 545.86386:77.66 547.43369:328.67 547.65712:267.32 548.17547:405.46 548.74873:229.37 550.06304:305.06 554.50982:98.50 559.00599:141.33 563.96533:88.51 565.59855:75.43 567.94585:305.25 569.13588:243.66 570.54847:523.09 572.90249:89.18 575.29760:82.14 576.94714:143.32 577.62263:76.55 579.31527:182.99 590.83576:134.58 591.55558:364.26
Peak 42	1474346	150		519.3	88001	0.840	1.06	29	64	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05013:54409.03 223.02751:9883.33 224.00887:1412.63 224.96639:323.67 291.13560:223.00 297.01785:990.71 318.60017:379.67 319.69557:415.78 326.40904:242.70 337.36265:77.09 339.84691:348.10 354.85241:248.39 355.23062:983.16 355.44105:273.46 356.52799:174.45 358.06472:249.17 359.93070:78.12 364.48467:135.92 374.53534:98.51 377.32122:91.08 421.73022:292.05 431.50104:76.86 432.53985:88.18 479.58419:156.05 498.65914:194.55 536.47039:405.44 545.25401:331.13
Peak 43	1498768	85		519.3	89498	0.844	1.05	78	64	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05262:135346.76 221.06895:18825.67 222.04740:2878.20 276.27181:269.20 295.06277:779.28 303.70960:144.07 306.38268:176.39 312.70902:480.89 315.60913:301.34 321.40180:371.22 322.61114:177.53 339.08598:206.02 339.31609:113.14 343.70299:201.17 346.89530:221.16 348.43988:1102.84 353.08941:103.91 355.04525:13693.01 355.58517:678.78 355.94768:1730.39 357.06088:1436.67 357.26895:226.30 358.86481:147.53 360.93882:79.17 362.84028:89.12 365.22414:127.31 368.69460:100.65 371.88024:112.48 375.11227:416.04 375.92699:136.35 400.96124:3768.42 401.35560:278.80 401.54336:234.22 402.01410:1436.06 404.23936:175.67 409.46880:142.92 414.35027:146.99 424.32869:160.30 426.62339:278.86 429.05472:14586.42 430.07921:7545.89 430.80718:1180.41 431.08017:5002.95 431.56943:586.35 442.70247:276.41 443.61793:353.08 443.84803:645.59 446.48804:156.31 447.05715:252.87 448.66884:96.59 450.69371:169.97 453.44538:112.43 454.21980:231.11 454.51028:110.04 455.47327:270.79 455.77646:124.74 458.97626:1256.28 459.81861:1752.54 460.22361:241.79 460.62679:228.51 460.85879:149.21 462.33526:129.61 463.64331:254.74 470.63356:91.82 473.10483:613.88 475.05691:1060.97 475.93415:221.92 481.09573:329.01 487.55925:237.32 488.14709:472.03 488.66152:223.79 489.20597:292.77 490.24559:252.42 494.78952:101.21 496.87623:144.77 498.26981:93.72 502.25222:95.00 503.37294:104.26 504.21431:154.83 504.60310:226.38 505.82888:103.53 515.42868:164.14 518.62797:269.61 520.65096:171.34 522.89362:351.66 527.55528:466.48 528.77579:122.85 532.58969:89.99 534.75459:87.51 536.16950:319.25 540.39330:233.34 549.40507:231.69 551.71811:95.29 562.74343:268.33 565.67284:93.22 569.09561:93.63 569.24466:128.70 570.10569:271.95 570.48255:169.45 572.93324:138.94 574.50911:268.34 580.28725:330.33 583.61866:373.48 588.67648:295.81 589.24229:84.85 589.66300:166.22 592.43138:106.82 594.45139:193.93 599.52357:104.37
Peak 44	1406032	150		529.951	65588	0.656	2.65	24	58	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05013:49017.42 223.02751:8903.95 224.00887:1272.65 224.96639:291.59 291.13560:200.91 297.01785:892.54 318.60017:342.05 319.69557:374.58 326.40904:218.65 339.84691:313.61 354.85241:223.78 355.23062:885.74 355.44105:246.36 356.52799:157.17 358.06472:224.48 374.53534:88.75 377.32122:82.05 421.73022:263.11 432.53985:79.44 498.65914:175.27 536.47039:365.26 545.25401:298.32
Peak 45	196279	105		534.575	11539	0.820	1.37	24	30	149.01	XIC(149.01±500ppm)			Unknown	Day 1 L-3 v-1	149.00729:13892.35 293.93715:90.53 324.57770:108.26 336.99272:407.44 359.57523:112.63 392.70437:88.02 410.89935:157.44 418.85007:207.09 424.90799:83.61 425.15506:430.00 442.70154:254.77 443.85178:103.85 453.31236:126.80 456.07029:192.06 456.28272:135.03 465.19473:317.73 465.76706:110.24 475.82933:145.41 477.33211:367.63 495.97145:93.17 498.80678:592.51 501.41250:95.99 510.50717:142.91 521.01151:217.49 536.16510:295.04 536.74447:261.45 539.78388:174.94 543.49409:229.58 546.18938:271.46 546.41361:389.51 548.78708:77.75 553.84615:412.76 554.43627:89.01 557.78734:196.62 559.18715:215.90 559.49490:323.96 561.47621:263.73 561.85989:180.67 564.89147:240.67 566.37687:199.39 567.45735:82.10 573.38846:165.67 575.48153:144.98 580.74843:280.88 582.73912:128.52 583.97463:196.85 586.31701:186.49 589.00969:455.69 589.54565:135.41 590.45617:86.73 593.63593:329.65 596.50490:175.51 598.52965:180.38
DFTPP	3727091	619		542.346	255641	0.870	1.05	1001	529	197.96	XIC(198±0.5)		t	Target	Day 1 L-3 v-1	77.04163:108285.68 78.04878:12639.56 79.05443:8593.02 80.05486:6794.60 197.95548:201137.83 198.96978:14455.43 200.06063:4449.46 201.05997:2296.02 274.98596:54759.58 275.99280:9239.07 277.03959:4514.61 278.09588:1925.74 364.96611:6920.44 366.22103:546.14 368.16804:552.46 441.97261:191260.36 442.95958:42257.41 443.97829:5545.13
Bis(pentafluorophenyl)phenyl phosphine	2611228	792		542.354	179623	0.742	1.03	1917	546	197.96	XIC(197.96±500ppm)		p	Unknown	Day 1 L-3 v-1	51.03767:125241.89 68.98005:149350.41 77.04191:129643.97 99.00357:29698.82 107.00463:23916.15 109.99370:71166.93 116.97005:9185.92 127.00813:111290.46 168.00360:58951.10 195.96637:4372.48 197.95550:231296.10 198.96507:16843.39 204.00318:3587.47 205.01802:8547.46 206.02469:49259.00 210.51863:804.18 210.88679:1047.97 216.87347:3249.42 220.46775:540.80 220.96518:12470.18 221.51327:603.98 224.01688:24904.82 225.02505:7035.69 225.40991:970.01 227.00876:6281.63 227.92727:366.11 228.91853:478.92 229.62789:132.95 244.00773:20051.11 245.98827:3008.06 254.99342:93246.77 255.99294:21057.89 256.87239:1883.34 257.02301:1392.20 258.01436:5906.83 273.98516:8626.93 274.98512:61857.25 275.99070:9321.10 276.42758:367.28 279.81331:191.50 285.64276:194.83 291.85242:233.13 293.40189:207.90 295.97001:11836.17 303.00238:437.36 304.16934:543.46 316.57753:658.81 320.65055:153.55 321.77015:148.03 323.04213:4829.37 333.98625:490.50 335.07171:364.59 337.67889:437.99 337.90955:219.57 338.39612:117.25 339.60383:140.79 350.71997:258.90 351.65052:412.44 351.94857:1101.62 352.26817:180.98 352.64732:454.87 353.00876:1895.81 353.99957:917.44 356.73779:106.39 359.98996:154.34 364.96142:7488.68 365.47946:1247.96 366.06033:204.29 366.17987:226.26 366.75083:213.64 367.82670:347.66 368.09507:190.13 370.00339:648.69 371.06941:513.03 371.99052:2716.16 373.78032:281.59 376.41164:126.17 377.46893:318.58 378.80706:230.26 378.93244:450.41 387.58348:103.73 399.57914:399.22 410.10112:88.83 418.81308:125.34 420.73303:136.06 420.96687:648.11 421.08553:278.50 421.97238:2192.47 422.18434:786.33 422.97432:12499.10 423.99412:5625.60 424.89901:658.70 425.87438:128.15 432.66979:122.75 435.33785:115.83 437.55660:103.61 440.10859:155.55 440.96669:31863.89 441.97161:222750.10 442.96125:49241.32 443.97172:6770.02 444.67719:327.29 444.97124:150.85 445.66051:390.88 445.86374:420.54 446.35604:176.08 447.41258:103.66 448.99972:86.74 449.19832:107.60 457.44517:127.33 462.22695:443.80 462.70893:250.95 466.33887:476.44 475.15158:247.92 476.54767:111.48 480.40541:242.68 484.42185:98.95 486.55550:158.30 490.42172:93.45 493.15649:286.46 497.95443:290.20 498.37499:128.33 501.51986:189.97 517.48737:97.43 525.97808:96.13 526.80536:208.89 527.22906:198.63 528.39353:127.63 534.79710:257.91 535.88255:236.91 536.25414:505.57 538.92427:243.67 542.00262:112.28 543.20050:234.37 545.42605:79.73 551.49801:89.69 557.57015:223.57 561.89011:90.84 562.07701:161.26 562.55673:95.71 565.44939:566.56 566.19303:117.11 566.67682:261.57 567.01096:91.54 570.62576:235.12 577.20640:316.79 579.80190:85.97 584.70139:102.70 587.30960:155.15 587.38636:152.95 588.25694:114.59 596.08659:104.71
Peak 47	1085986	72		546.735	45015	1.228	0.79	138	85	84.96	XIC(84.96±500ppm)			Unknown	Day 1 L-3 v-1	84.96467:66949.03 100.93307:64736.35 102.93252:43099.84 115.92691:4488.04 200.91347:12586.32 202.88946:5516.10 279.80847:632.74 310.55187:154.85 336.81180:323.31 337.10503:263.56 344.80412:122.95 351.15518:151.19 365.22414:116.99 367.13684:184.27 381.42193:259.12 382.37405:136.18 387.56891:452.87 393.88135:102.39 407.86845:742.76 424.13568:133.46 428.13354:118.32 433.12473:85.91 435.01204:87.99 436.81061:366.75 440.79749:248.92 441.48582:77.31 443.42614:148.48 444.18561:446.73 449.66186:85.36 452.21411:271.34 452.91341:114.17 453.14526:242.93 453.91112:130.34 454.87502:182.70 455.01204:348.57 456.77732:119.19 478.18809:317.44 484.55936:107.30 488.65816:234.21 491.66769:102.58 496.38894:91.56 496.90599:397.72 498.96733:86.50 521.18909:172.00 531.76139:250.36 532.99221:206.15 533.23870:88.67 535.37284:216.70 540.58807:274.19 542.14807:81.25 543.09403:140.94 543.34728:195.33 547.65310:294.05 547.80334:159.89 551.71811:81.99 571.93090:97.48 574.32398:132.54 581.75922:85.59 583.11622:95.92 600.01846:197.17
Peak 48	16800215	47		554.516	438589	1.433	1.26	545	1144	84.97	XIC(84.97±500ppm)			Unknown	Day 1 L-3 v-1	69.00051:107533.76 84.96551:597353.99 86.96239:198354.10 100.93315:252698.32 102.93138:161471.97 108.94125:5939.02 115.95619:47895.89 117.94894:15897.94 130.98789:186238.75 134.95381:216784.27 136.95100:67445.24 146.87491:10889.52 146.97551:48318.48 150.92328:157806.08 152.92070:100022.09 154.91881:13217.97 162.92878:51015.16 164.92768:30693.28 200.91483:83225.65 201.22284:1781.48 202.90921:53527.16 203.88973:557.63 204.85600:3398.48 212.86067:2804.21 216.82703:5034.27 218.85082:7384.07 232.78970:655.36 250.89757:9332.72 266.83123:6708.28 268.82495:5474.41 270.86756:3440.98 278.76935:329.23 289.40305:140.24 295.92183:125.51 316.85850:724.68 337.82178:143.94 349.75180:95.91 379.59880:227.74 379.78597:289.44 387.92230:295.16 390.69756:196.13 395.55693:94.93 396.33678:262.81 411.90820:235.70 419.19672:105.81 423.90376:213.09 428.06891:112.47 435.76353:157.04 436.28269:202.18 439.38805:82.65 440.50187:80.69 441.12281:233.68 443.19393:105.24 445.82824:80.34 447.51167:198.24 451.66664:414.41 454.57687:84.11 455.37642:124.66 473.41606:138.08 474.77636:119.97 475.52536:133.10 476.51303:179.62 481.84283:226.17 484.92754:188.39 489.03917:89.89 497.81781:371.69 501.80818:157.89 507.02392:105.21 508.99529:121.33 520.97517:98.55 521.30205:214.17 530.93292:101.13 542.65733:83.90 546.66697:100.82 550.17835:114.81 555.57555:291.98 556.57138:100.28 561.62964:166.77 566.82698:234.94 568.64858:112.89 569.06366:234.45 570.99570:230.12 582.40586:270.58 584.06195:553.56 586.85903:272.71 590.41829:229.28 591.53843:188.93 591.63391:113.37 592.66676:344.35 592.87981:611.93 594.29169:191.83 595.66851:162.65 597.80329:133.36 597.88026:129.84 599.37060:104.25
Peak 49	3943338	136		556.98	142700	0.999	0.41	182	326	84.97	XIC(84.97±500ppm)			Unknown	Day 1 L-3 v-1	84.96523:201580.65 100.93250:145077.40 102.93084:90113.16 115.95616:22044.21 134.95012:79439.31 136.90469:8217.18 150.92458:48968.51 152.92316:30966.16 200.93331:14229.29 202.97214:7798.71 220.67736:197.81 221.06167:13846.18 247.44901:374.97 285.56199:240.72 288.71270:112.92 293.72299:128.71 295.08837:1051.95 297.72987:353.97 359.16073:157.24 379.80874:313.85 384.51484:102.81 385.49548:90.83 385.99013:705.31 386.72303:81.42 398.91876:275.82 399.45011:302.34 407.44865:98.45 420.31441:258.93 423.78300:185.90 426.45473:103.89 428.03564:167.70 429.32704:840.65 432.53985:100.14 434.10041:92.36 436.48800:136.85 457.11118:106.46 458.64853:88.33 459.18386:130.21 460.79174:281.02 460.95668:1217.75 461.39542:123.02 461.73097:124.70 462.33526:130.07 462.61364:331.30 464.72678:380.34 465.63224:110.46 474.91250:148.96 475.46856:534.35 477.98074:144.46 489.09224:403.15 490.66473:206.60 498.16784:220.83 503.04868:3570.76 503.52870:863.45 504.06380:3386.89 505.05987:948.30 505.19332:714.21 506.12191:1200.06 506.44257:109.91 506.95358:131.46 507.27419:256.93 513.83609:318.51 514.64887:102.78 516.70600:87.53 518.62495:126.86 525.59078:232.07 529.63811:102.73 540.04084:89.99 544.62385:92.52 547.46560:217.76 550.06731:148.23 560.59565:196.48 563.18295:336.17 564.12040:288.37 578.60196:523.60 578.83710:306.83 585.68376:160.51 588.29323:229.83
Peak 50	584708	134		557.453	25784	0.669	0.18	23	73	149.01	XIC(149.01±500ppm)			Unknown	Day 1 L-3 v-1	149.00586:17302.41 280.41801:302.69 280.64988:85.09 308.84788:102.56 348.52615:134.34 360.46423:177.99 362.36445:124.01 364.41924:212.75 366.59839:89.97 393.50948:98.63 398.26287:165.44 409.56101:212.23 423.42834:94.02 424.26435:97.30 427.81043:137.00 446.35604:118.25 449.29714:353.69 450.58968:164.52 471.85413:76.51 472.90868:289.68 475.79786:116.52 486.69332:116.33 496.56800:140.05 501.55898:372.24 509.43766:298.62 511.53553:76.07 526.29628:186.61 536.63438:94.25 537.79611:232.26 551.49801:146.23 555.02485:89.94 556.06482:283.40 569.07571:113.41 597.04263:156.94
Peak 51	10818344	702		562.389	701943	0.744	1.03	467	155	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	55.06605:212436.40 56.07264:155364.52 56.20507:10412.81 57.07930:1104012.64 58.11197:19722.42 69.07520:124772.75 70.08134:102868.87 71.08824:667764.79 72.19923:2765.58 83.08421:76739.07 84.08617:54676.24 85.09839:410775.79 86.10131:25229.70 97.09414:45116.69 98.13595:17110.66 99.11065:114781.98 100.15588:4128.28 112.12052:16848.29 113.12331:64356.55 127.13554:49822.28 141.15043:31091.97 154.20014:2324.40 154.36923:791.09 155.16450:25672.69 168.24888:2794.73 169.18513:14557.77 182.20250:1566.85 183.19308:10817.58 197.23115:7695.45 211.22489:7929.55 225.23634:5711.96 239.26269:2025.87 282.31193:6473.92 300.69932:257.69 362.87324:184.10 371.48595:380.36 379.93476:154.35 406.75538:123.50 408.39497:158.31 420.54084:123.35 435.01204:141.67 439.68730:252.95 452.28536:328.04 452.67739:197.46 458.64853:169.13 462.56744:215.30 477.77589:172.00 482.49871:189.88 483.27952:191.63 492.36057:149.67 494.38985:293.97 497.54085:269.22 501.51905:195.00 503.58322:123.22 505.12657:99.30 506.39107:132.51 508.36122:133.17 512.21176:159.61 515.03890:161.98 529.71000:76.15 538.97601:738.34 542.83427:187.96 542.99333:447.23 558.41530:108.23 560.48410:150.21 561.00190:158.27 563.74280:98.86 563.89115:118.18 574.96790:167.38 577.50986:197.44 578.10974:312.57 578.71316:198.88 587.75756:217.93 594.78321:369.89 600.49472:208.91
Peak 52	1235371	7		567.14	57676	0.920	2.15	55	46	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05177:83894.04 223.03596:13378.17 231.66748:136.29 300.34413:193.91 320.25915:189.68 336.24526:539.75 358.92399:141.91 359.72887:234.46 359.90068:247.83 363.25689:114.42 364.79463:323.35 364.89691:195.31 365.82696:432.37 371.04231:1830.88 371.98410:878.10 372.21272:330.11 372.57179:182.32 374.53534:108.19 376.56342:261.86 377.26055:145.96 397.85887:104.19 398.20091:186.87 399.57479:361.65 409.30491:276.04 410.60733:88.38 434.55610:109.35 435.46821:88.38 436.51178:94.89 439.88117:220.37 445.69634:120.60 446.25932:217.99 448.47036:98.01 452.91341:80.18 455.97654:102.89 460.48832:247.51 461.69528:197.52 461.89797:263.02 463.94864:85.92 464.58789:217.98 466.41548:219.61 472.90998:288.51 489.77188:317.43 494.83873:162.89 496.18017:124.40 496.87623:92.52 497.26599:133.41 499.03711:123.44 499.48601:372.88 501.16633:247.99 503.97079:314.36 504.98617:126.43 512.52511:93.22 516.10060:316.09 519.61760:498.41 522.75918:83.71 529.56622:90.07 534.06317:239.74 534.24905:90.50 550.25162:115.11 551.56710:299.59 557.67736:88.63 559.44922:99.10 565.33179:253.04 575.34481:126.11 576.79708:96.17 577.35948:202.96 582.66372:93.62 583.91052:187.26 587.57526:113.60 589.12627:150.36 593.49632:108.81
Peak 53	1081883	30		591.164	54421	0.942	0.79	47	38	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05340:83106.06 221.07118:10944.24 221.39289:1097.99 286.82741:279.91 293.72299:110.15 295.11643:426.46 319.64458:140.84 321.86093:242.00 338.36779:324.35 355.00211:5626.35 355.14667:2017.16 355.40832:1537.19 359.39756:163.85 364.26966:84.67 364.98540:177.94 366.35920:113.98 372.42256:89.91 376.34694:620.34 376.80172:270.90 380.42199:195.59 382.77567:391.35 412.44496:91.77 413.33356:127.71 413.71468:119.73 419.93683:143.21 422.07961:77.26 435.56124:199.75 436.38127:78.41 438.12347:309.42 443.22338:203.75 453.71149:126.91 458.47714:482.63 459.45165:82.96 475.14844:281.60 475.32103:92.77 477.77589:109.55 493.46925:238.35 500.43006:479.40 510.36717:242.40 518.98071:150.04 533.88810:151.77 536.48966:171.96 540.76701:96.64 541.53598:170.76 542.61800:157.84 542.91513:154.44 544.61597:365.59 546.26262:164.63 547.02147:424.15 548.96275:236.06 559.22758:117.36 560.18832:91.76 562.81305:182.87 564.30525:156.09 569.99021:112.58 591.39927:396.33 591.67129:103.82 593.57243:102.28 600.24717:161.87
Peak 54	140407	112		591.394	7140	0.833	1.10	20	36	270.98	XIC(270.98±500ppm)			Unknown	Day 1 L-3 v-1	167.93757:3082.69 221.00225:2299.50 270.97649:5636.91 271.87667:342.27 274.98501:3633.27 290.87797:457.36 366.20957:280.55 371.39851:110.55 371.89722:352.06 372.48284:109.76 402.70545:321.68 405.74803:79.67 414.55046:424.11 418.71962:240.20 431.92264:324.74 437.90460:2541.51 438.30726:429.23 438.96115:647.40 439.15845:796.58 439.68083:184.33 439.89666:680.00 441.32182:280.71 446.62006:121.80 452.47260:213.92 457.93465:1753.96 459.20506:224.37 464.28512:101.67 469.43401:250.94 476.47948:84.23 478.76646:179.50 481.05887:85.44 488.32248:173.60 488.94756:507.48 490.23599:209.24 493.73944:99.24 498.82779:117.12 509.46754:200.31 555.83467:76.09 557.16110:132.51 567.19475:266.82 567.64536:260.36 588.71162:85.66 594.58402:121.92
Peak 55	4902742	131		599.649	289405	0.812	1.22	956	705	184.07	XIC(184.07±500ppm)			Unknown	Day 1 L-3 v-1	64.53370:4286.92 65.53849:6340.51 83.52790:7642.83 91.53682:9360.92 92.03721:65249.67 92.53981:9070.70 167.00598:8336.00 167.11731:10746.70 181.12539:3099.89 182.07793:18838.77 183.07818:56089.97 184.07059:387814.17 293.42748:199.74 350.16083:152.30 354.44065:138.15 369.65486:144.98 372.36228:191.46 412.88914:116.13 413.52410:97.26 442.78993:522.36 446.64971:157.97 447.67691:113.98 460.26370:651.27 468.94368:694.48 483.04779:126.90 483.59330:604.95 490.56009:129.73 494.51162:122.46 506.77041:149.54 508.39450:255.98 522.47353:106.09 525.15268:417.05 525.32464:460.99 526.69473:123.87 529.50584:669.34 534.53790:101.54 534.93034:265.11 541.48363:426.48 542.36630:112.55 542.69169:474.52 543.53090:102.41 546.33352:187.09 547.73799:310.16 550.61806:87.36 552.37867:110.07 560.66800:149.44 560.78766:293.17 564.70741:79.69 567.12032:239.32 568.31401:276.40 570.10070:225.31 576.04710:76.02 581.38256:99.94
Peak 56	162004	66		600.933	8316	2.262	1.12	35	29	223.04	XIC(223.04±500ppm)			Unknown	Day 1 L-3 v-1	223.03628:5685.86 308.79299:80.21 321.00005:265.51 349.57658:128.21 352.00073:198.47 371.06672:808.19 372.03201:258.35 382.40028:354.35 402.73350:128.92 404.74194:94.56 413.07957:163.18 420.28465:93.61 434.03533:91.43 438.40644:75.33 439.98527:764.17 440.33901:187.64 442.63799:161.40 464.48706:88.25 473.89194:78.92 479.93207:305.04 483.84246:123.09 497.11525:170.17 498.79458:267.39 501.90226:77.23 504.95847:268.68 506.00820:250.92 509.66527:233.16 523.29609:184.43 544.18654:121.61 548.34810:85.31 557.86659:184.03 565.93242:199.82 570.76909:149.38 574.09942:82.05 577.09721:123.37 585.07913:88.56 588.67410:244.68 600.03367:281.71
Peak 57	10283021	660		606.865	672401	0.791	1.00	466	167	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	56.07259:167288.85 57.07926:1081802.93 58.11223:18865.73 69.08008:95752.58 70.08054:108595.51 71.08810:650580.32 72.14516:8466.06 83.08490:85445.79 84.08864:54661.52 85.09853:404755.99 85.63925:980.06 86.10175:24630.57 97.09797:58451.12 98.16654:9874.97 99.10940:119223.66 100.12675:8170.45 101.83933:304.72 113.12016:66596.96 114.11466:4720.02 125.12457:11786.97 126.13342:18539.98 127.13732:49341.85 141.16565:22852.58 155.16196:26878.21 169.18516:15060.07 182.20250:1470.47 183.20249:11294.81 197.23065:7545.43 211.21470:8797.98 224.28689:1976.49 225.23608:8138.64 256.79639:260.41 287.86418:181.27 300.42926:259.33 310.33753:6656.00 319.92385:88.13 350.94964:202.99 367.73559:102.56 384.45359:95.86 385.25020:151.31 393.75737:149.97 426.32573:100.01 432.60482:114.81 437.09934:89.66 441.19614:201.70 441.94537:130.62 444.64184:91.31 460.72469:105.97 469.37754:182.17 474.57219:176.30 476.75226:86.64 479.34758:191.72 500.10935:178.93 511.95952:149.24 515.67218:258.19 538.95250:149.28 546.70144:368.39 557.94275:258.07 561.44591:134.00 561.93174:273.07 565.18904:192.92 565.26502:190.25 566.01283:151.24 567.90391:119.42 573.46383:258.34 579.72669:134.11 580.70487:123.85 581.89944:433.59 585.93152:298.71 588.21962:170.63 592.76793:211.73 597.91842:120.91
Peak 58	1122361	16		622.062	54370	0.913	0.53	43	38	73.05	XIC(73.05±500ppm)			Unknown	Day 1 L-3 v-1	73.05116:82641.78 221.05775:10514.00 295.13975:1285.77 321.85679:200.08 336.41700:270.90 360.79007:281.50 361.08806:330.10 361.47310:117.02 378.68400:297.72 382.27967:290.85 425.68101:92.61 426.81321:318.07 430.55975:338.94 434.88175:75.50 435.07719:112.69 436.80268:232.76 437.62195:85.89 441.74839:106.09 443.32546:164.20 461.38139:473.58 469.78718:281.52 472.39712:151.16 474.88239:413.66 481.33296:101.36 481.88137:114.75 485.55801:542.94 486.31244:149.04 487.31373:85.81 488.00354:92.56 495.90188:99.85 497.78183:79.14 498.82779:98.16 505.94138:292.69 506.74260:130.33 512.13531:550.55 514.79061:103.62 517.84273:141.60 518.19821:77.55 519.33658:112.62 522.68048:369.26 528.60129:180.75 529.78190:102.67 532.99019:543.19 534.39347:85.43 540.50385:167.09 547.79413:207.36 549.70274:295.45 554.87712:521.98 565.00438:89.21 566.38310:240.56 574.24913:76.43 584.17276:108.51 589.02725:474.11 592.12729:81.70 593.07097:191.77 595.28945:219.74 598.07119:121.68 599.29413:80.71
Peak 59	10505513	708		647.674	693274	0.773	1.09	460	153	57.08	XIC(57.08±500ppm)			Unknown	Day 1 L-3 v-1	55.06781:253198.25 56.07155:160910.35 56.20473:9054.80 56.29720:1736.16 57.07951:1114917.57 57.40473:2326.00 58.09056:39585.69 69.07450:136227.73 69.39226:1080.65 70.08008:103652.73 70.30551:1828.57 71.08828:665083.89 71.59358:1095.15 72.09532:31923.77 83.08615:97650.26 84.09012:51918.94 85.09874:414768.04 86.10147:30479.06 97.09738:68568.00 98.09936:35886.57 99.11052:130554.12 99.70823:371.17 113.12274:80931.94 125.29860:727.36 127.13697:56450.45 141.16576:26877.88 155.16321:29555.89 169.18563:16074.37 169.46659:820.55 183.19201:16155.01 197.23131:7765.33 211.22347:2068.53 225.26983:5784.34 239.24598:7559.54 318.55179:316.57 338.36008:4048.02 352.82633:239.58 367.19670:154.46 374.14210:282.97 390.67776:461.08 392.67159:329.22 397.98349:96.06 411.59111:288.33 417.47172:199.88 418.62132:95.26 434.91494:215.67 435.79419:128.45 441.15771:115.22 441.65378:340.64 449.79435:125.97 459.58557:104.17 460.09244:179.27 461.46252:145.52 463.61229:163.63 469.41456:122.64 469.82072:83.90 470.65895:253.60 478.56309:202.68 483.69676:163.33 497.43343:109.84 498.68826:81.14 499.38608:86.66 499.80500:114.18 517.48651:343.65 528.73947:317.79 533.96028:124.65 552.52551:156.44 555.17205:202.17 559.92627:250.15 563.56103:166.40 566.36979:160.05 578.33938:245.57 580.74232:287.62 585.91058:124.99 593.19196:77.51 600.53902:110.38
